FID,OBJECTID,COV_ID,STANO,STATIONID,ALIASID,STATNAME,TOWN,ADDRESS,COUNTY,STATE,STATDESCR,STATTYPE,WBDY_ID,WBDY_NAME,ACTIVE,WELLUSAGE,WATVAPUSE,STRATATYPE,AUVERIFIED,ProjIDs,LONGITUDE,LATITUDE
169,264,9836.000000000000000,13283.000000000000000,OTTSUNCLVT3, ,OTTER POND-CULVERT 3,SUNAPEE, ,SULLIVAN,NH,THIRD CULVERT GOING EAST ALONG ROUTE 11 FROM GEORGES MILLS GENERAL STORE,CULVERT, , ,YES, , , ,N,:VLAP:,-72.060141999999999,43.430650000000000
170,265,9837.000000000000000,13284.000000000000000,OTTSUNCLVT4, ,OTTER POND-CULVERT 4,SUNAPEE, ,SULLIVAN,NH,FOURTH CULVERT GOING EAST ALONG ROUTE 11 FROM GENERAL STORE (JOHN AVERY),CULVERT, , ,YES, , , ,N,:VLAP:,-72.059578000000002,43.430396999999999
171,266,9838.000000000000000,13285.000000000000000,OTTSUNCLVT5, ,OTTER POND-CULVERT 5,SUNAPEE, ,SULLIVAN,NH,FIFTH CULVERT GOING EAST ON ROUTE 11 FROM GENERAL STORE,CULVERT, , ,YES, , , ,N,:VLAP:,-72.058383000000006,43.430168999999999
172,267,9839.000000000000000,13286.000000000000000,OTTSUNCLVT6,OTTSUNBAC,OTTER POND-CULVERT 6,NEW LONDON, ,MERRIMACK,NH,CULVERT AT BEACH,CULVERT, , ,YES, , , ,N,:VLAP:,-72.051597000000001,43.427483000000002
173,268,9840.000000000000000,13287.000000000000000,OTTSUNCLVT7, ,OTTER POND-CULVERT 7,SUNAPEE, ,SULLIVAN,NH,CULVERT AT SPRINGFIELD RD,CULVERT, , ,YES, , , ,N,:VLAP:,-72.064877999999993,43.436307999999997
174,269,9841.000000000000000,13288.000000000000000,OTTSUNCLVT8, ,OTTER POND-CULVERT 8,SUNAPEE, ,SULLIVAN,NH,CULVERT AT BAPTIST ROAD,CULVERT, , ,YES, , , ,N,:VLAP:,-72.064306000000002,43.440018999999999
175,270,9842.000000000000000,13289.000000000000000,OTTSUNCLVT9, ,OTTER POND-CULVERT 9,SUNAPEE, ,SULLIVAN,NH,"CULVERT FROM STAR LAKE OUTLET
STATION MAY BE THE SAME AS OTTSUNS2 (TAKEN AT THE CULVERT ON PALAZZI POND RD) AND SUNSUN1610 (COORDINATES WITHIN 10FT OF OTTSUNS2)",CULVERT, , ,YES, , , ,N,:VLAP:,-72.062624999999997,43.440536000000002
176,271,9843.000000000000000,13290.000000000000000,OTTSUNCT10, ,OTTER POND-CULVERT 10,NEW LONDON, ,MERRIMACK,NH,RT 11 CULVERTA ATBEACH,CULVERT, , ,YES, , , ,N,:VLAP:,-72.053639000000004,43.428421999999998
177,273,10000.000000000000000,13328.000000000000000,BAPSPR89CL, ,BAPTIST POND-89 RUNOFF CULVERT,SPRINGFIELD, ,SULLIVAN,NH,ROUTE 89 RUNOFF COLUVER,CULVERT, , ,YES, , , ,N,:VLAP:,-72.079378000000005,43.447068999999999
178,274,10227.000000000000000,14637.000000000000000,MOUSUNN, ,MOUNTAINVIEW LAKE-NORTH BROOK,SUNAPEE, ,SULLIVAN,NH,BROOK LOCATED NORTH OF HAMEL BROOK AND NORTH SIDE OF MOUNTAINVIEW SHORES DRIVE.  DEEPEST HOLE AT CULVERT ON HAMEL ROAD - WATER THEN PASSES THROUGH CULVERT AND DOWN TO SANDY BEACH BETWEEN GRAY AND YELLOW COTTAGE NORTH OF MOUNTAINVIEW SHORE BOAT RAM AND BE,RIVER/STREAM,NHRIV801060402-27,NORTH BROOK - TO MOUNTAINVIEW LAKE,YES, , , ,Y,:VLAP:,-72.085616999999999,43.347225000000002
179,275,10385.000000000000000,14675.000000000000000,SUNLNWLTLVC, ,LITTLE SUNAPEE LAKE-TWIN LAKE VILLAGE RD COVE,NEW LONDON, ,MERRIMACK,NH,ON LAKE ECOLI SAMPLE IN COVE JUST OFF OF TWIN LAKE VILLAGE AND JUST OFF ROAD,LAKE/POND,NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,YES, , , ,Y,:VLAP:,-72.005403000000001,43.438474999999997
180,276,10399.000000000000000,13914.000000000000000,OTTSUNEC01, ,OTTER POND-BACTERIA SAMPLE #01,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-12-01,OTTER POND,YES, , , ,Y,:VLAP:LKTROPH:,-72.063638999999995,43.432721999999998
181,278,10499.000000000000000,14344.000000000000000,DUTSPRS, ,DUTCHMAN POND-SOLEAU,SPRINGFIELD, ,SULLIVAN,NH,E.COLI SAMPLE TAKEN IN LAKE IN FRONT OF SOLEAU PROPERTY,LAKE/POND,NHLAK801060402-06,DUTCHMAN POND,YES, , , ,Y,:VLAP:,-72.024018999999996,43.454897000000003
182,279,10500.000000000000000,14345.000000000000000,DUTSPRHS, ,DUTCHMAN POND-HULL-SCHULMAN,SPRINGFIELD, ,SULLIVAN,NH,IN LAKE E.COLI SAMPLE TAKEN NEAR HULL AND SCHULMAN PROPERTY,LAKE/POND,NHLAK801060402-06,DUTCHMAN POND,YES, , , ,Y,:VLAP:,-72.025874999999999,43.453952999999998
183,294,11830.000000000000000,15588.000000000000000,SNP08_L, ,SUNAPEE LAKE-STATION 8,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.081833000000003,43.392833000000003
184,295,11831.000000000000000,15590.000000000000000,SNP25LL, ,SUNAPEE LAKE-STATION 25,NEW LONDON, ,MERRIMACK,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.034333000000004,43.411667000000001
185,296,11832.000000000000000,15591.000000000000000,SNP12RL, ,SUNAPEE LAKE-12 RED WATER,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.070832999999993,43.365167000000000
186,297,11833.000000000000000,15593.000000000000000,SNP17NL, ,SUNAPEE LAKE-17 NEWBURY,NEWBURY, ,MERRIMACK,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.039500000000004,43.323500000000003
187,298,11834.000000000000000,15594.000000000000000,SNP18PL, ,SUNAPEE LAKE-18 PINE CLIFF,NEWBURY, ,MERRIMACK,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.045500000000004,43.347667000000001
188,299,11835.000000000000000,15597.000000000000000,SNP24HL, ,SUNAPEE LAKE-24 HERR CV,NEW LONDON, ,MERRIMACK,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.041667000000004,43.411499999999997
189,300,11836.000000000000000,15598.000000000000000,SNP03IL, ,SUNAPEE LAKE-3 INR JOBS,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.062667000000005,43.411166999999999
190,301,11837.000000000000000,15599.000000000000000,SNP04OL, ,SUNAPEE LAKE-4 OUTJOBS,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.058333000000005,43.406832999999999
191,302,11838.000000000000000,15600.000000000000000,SNP05GL, ,SUNAPEE LAKE-5 GARD BAY,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.071332999999996,43.402166999999999
192,303,11839.000000000000000,15601.000000000000000,SNP09IL, ,SUNAPEE LAKE-9A INDIAN,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.077332999999996,43.389167000000000
193,304,12081.000000000000000,16374.000000000000000,BAPSPRMB, ,BAPTIST POND-MCALVIN BROOK,SPRINGFIELD, ,SULLIVAN,NH,BROOK SAMPLE DOWNSTREAM OF MCALVIN POND AND COW FIELD,RIVER/STREAM,NHRIV801060402-12,MCALVIN BROOK - TO BAPTIST POND,YES, , , ,Y,:VLAP:,-72.071355999999994,43.461050000000000
194,318,12165.000000000000000,15292.000000000000000,BAPSPRMIL, ,BAPTIST POND-MCALVIN POND IN LAKE,SPRINGFIELD, ,SULLIVAN,NH,POND AT END OF PATURE.  PASTURE SLOPES DOEN TO POND.  SEEMS TO BE SPRING FED.  OPEN AROUND IT.  ABOUT 3 FEET DEEP ON AVERAGE.  SAMPLE IN MIDDLE OF POND,LAKE/POND,NHLAK801060402-09,MCALPIN POND,YES, , , ,Y,:VLAP:,-72.067149999999998,43.458072000000001
195,319,12176.000000000000000,15595.000000000000000,SNP02GL, ,SUNAPEE LAKE-2 GEO MIL,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.059332999999995,43.424500000000002
196,320,12177.000000000000000,15592.000000000000000,SNP12AL, ,SUNAPEE LAKE-12A RED WATER,SUNAPEE, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.073667000000000,43.366999999999997
197,321,12182.000000000000000,15596.000000000000000,SNP22BL, ,SUNAPEE LAKE-22B SOUTH,NEWBURY, ,MERRIMACK,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.041832999999997,43.332667000000001
198,324,12395.000000000000000,13915.000000000000000,OTTSUNEC02, ,OTTER POND-BACTERIA SAMPLE #02,NEW LONDON, ,MERRIMACK,NH, ,LAKE/POND,NHLAK801060402-12-01,OTTER POND,YES, , , ,Y,:VLAP:LKTROPH:,-72.051167000000007,43.427778000000004
199,325,12479.000000000000000,15589.000000000000000,SNP20LL, ,SUNAPEE LAKE-STATION 20,NEWBURY, ,MERRIMACK,NH, ,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:UNH-CFB:UNHLLMP:,-72.044167000000002,43.368333000000000
200,329,12715.000000000000000,17895.000000000000000,33-013-5001, ,MOUNT SUNAPEE,NEWBURY, ,MERRIMACK,NH,MOUNT SUNAPEE,AIR AMBIENT, , ,YES, , , ,N,:AIR-AMP:,-72.078056000000004,43.326388999999999
201,330,13171.000000000000000,16786.000000000000000,MOUSUNMH, ,MOUNTAINVIEW LAKE-MOUTH OF HAMEL,SUNAPEE, ,SULLIVAN,NH,"MOUNTAINVIEW LAKE AT MOUTH OF HAMEL BROOK, APPROXIMATELY 5 FOOT INTO THE LAKE",LAKE/POND,NHLAK801060402-11,MOUNTAINVIEW LAKE,YES, , , ,Y,:VLAP:,-72.086152999999996,43.345669000000001
202,333,13354.000000000000000,17005.000000000000000,BAPSPRA, ,BAPTIST POND-STATION A,SPRINGFIELD, ,SULLIVAN,NH,IN FRONT OF HOUSE CLOSEST TO STONEYBROOK INLET,LAKE/POND,NHLAK801060402-02,BAPTIST POND,YES, , , ,Y,:VLAP:,-72.085718999999997,43.451597000000000
203,334,13355.000000000000000,17006.000000000000000,BAPSPRB, ,BAPTIST POND-STATION B,SPRINGFIELD, ,SULLIVAN,NH,IN FRONT OF HOUSE FARTHEST FROM STONEYBROOK INLET ON STONEYBROOK ROAD.,LAKE/POND,NHLAK801060402-02,BAPTIST POND,YES, , , ,Y,:VLAP:,-72.079808000000000,43.447527999999998
204,337,14633.000000000000000,18954.000000000000000,BHCC-BGT1, ,BLODGETT BK D/S FROM CC,NEWBURY, ,MERRIMACK,NH,LONG TERM MONITORING STATION FOR BAKER HILL COUNTRY CLUB,RIVER/STREAM,NHRIV801060402-24,BLODGETT BROOK,YES, , , ,Y,:401CERT:,-72.034136000000004,43.369064000000002
205,338,14634.000000000000000,18955.000000000000000,BHCC-PKB1, ,PIKE BK D/S FROM CC,NEWBURY, ,MERRIMACK,NH,DOWNSTREAM SAMPLING STATION FOR BAKER HILL COUNTRY CLUB,RIVER/STREAM,NHRIV801060402-23,PIKE BROOK - UNNAMED BROOKS,YES, , , ,Y,:401CERT:,-72.014505999999997,43.369096999999996
206,341,15005.000000000000000,16785.000000000000000,MOUSUNMVSB, ,MOUNTAINVIEW LAKE-MT VIEW SHORES BEACH,SUNAPEE, ,SULLIVAN,NH,MOUNTAINVIEW SHORES BEACH,LAKE/POND,NHLAK801060402-11,MOUNTAINVIEW LAKE,YES, , , ,Y,:VLAP:,-72.085757999999998,43.346407999999997
207,344,15304.000000000000000,19830.000000000000000,BHCC-BGT2, ,BLODGETT BK U/S FROM CC,NEWBURY, ,MERRIMACK,NH, ,RIVER/STREAM,NHRIV801060402-24,BLODGETT BROOK,YES, , , ,Y,:401CERT:,-72.017300000000006,43.360100000000003
208,345,15305.000000000000000,19832.000000000000000,BHCC-PKB2, ,PIKE BK U/S FROM CC,NEWBURY, ,MERRIMACK,NH,UPSTREAM SAMPLING SITE FOR BAKER HILL COUNTRY CLUB,RIVER/STREAM,NHRIV801060402-23,PIKE BROOK - UNNAMED BROOKS,YES, , , ,Y,:401CERT:,-72.009891999999994,43.365443999999997
209,346,15336.000000000000000,19709.000000000000000,OTTSUNEC03, ,OTTER POND-BACTERIA SAMPLE #03,NEW LONDON, ,MERRIMACK,NH,"OTTER POND-BACTERIA SAMPLE #03
NOTE: COORDINATES APPEAR TO BE A BIT OFF, NOT LOCATED IN LAKE).",LAKE/POND,NHLAK801060402-12-01,OTTER POND,NO, , , ,Y,:VLAP:LKTROPH:,-72.051660999999996,43.426685999999997
210,347,15381.000000000000000,19850.000000000000000,1957-001, ,BURKEHAVEN MARINA STORMWATER OUTFALL,SUNAPEE, ,SULLIVAN,NH,OUTFALL FROM STORMWATER BASIN AT BURKEHAVEN MARINA ON THE SHORE OF SUNAPEE LAKE,PIPE, , ,YES, , , ,N,:COMPLAIN:,-72.070642000000007,43.376688999999999
211,348,15382.000000000000000,19851.000000000000000,1957-002, ,ROADSIDE RUNOFF BEFORE STORM DRAIN,SUNAPEE, ,SULLIVAN,NH,UPSTEAM END OF CULVERT AT BOTTOM OF BRUKEHAVEN HILL RD BY MARINA,CULVERT, , ,YES, , , ,N,:COMPLAIN:,-72.070806000000005,43.375483000000003
212,349,15404.000000000000000,20291.000000000000000,MOUSUNC111, ,MOUNTAINVIEW LAKE-CULVERT AT 111 HAMEL RD,SUNAPEE, ,SULLIVAN,NH,"CULVERT DRAINS OUT OVER, FILLED IN, WETLAND AND EMPITES ONTO BEACH AREA OF OTHER COTTAGE AT LAKES EDGE",CULVERT,NHLAK801060402-11,MOUNTAINVIEW LAKE,YES, , , ,N,:VLAP:,-72.084684999999993,43.347265999999998
213,350,15774.000000000000000,19982.000000000000000,1C1-086,STAR,STAR LAKE,SPRINGFIELD, ,SULLIVAN,NH, ,LAKE/POND,NHLAK801060402-01,STAR LAKE,YES, , , ,Y,:ELS-1:,-72.056899999999999,43.463299999999997
214,354,15844.000000000000000,20002.000000000000000,1C1-047,OTTER,OTTER POND,NEW LONDON, ,MERRIMACK,NH,"NEW LONDON/SUNAPEE TOWNLINE CUTS THROUGH OTTER POND, STATION COORDINATES ARE IN SUNAPEE.",LAKE/POND,NHLAK801060402-12-01,OTTER POND,NO, , , ,Y,:ELS-1:,-72.058289000000002,43.433318999999997
215,355,15983.000000000000000,20871.000000000000000,MOUSUNNHI, ,MOUNTAINVIEW LAKE-NORTH HAMEL RD INLET,SUNAPEE, ,SULLIVAN,NH,THIS INLET'S MAIN SOURCE IS AT ""CULVERT AT 111 HAMEL RD."",PIPE, , ,YES, , , ,N,:VLAP:,-72.083957999999996,43.346857000000000
216,356,16094.000000000000000,19710.000000000000000,OTTSUNEC04, ,OTTER POND-BACTERIA SAMPLE #04,NEW LONDON, ,MERRIMACK,NH,OTTER POND-BACTERIA SAMPLE #04,LAKE/POND,NHLAK801060402-12-01,OTTER POND,YES, , , ,Y,:VLAP:LKTROPH:,-72.054303000000004,43.435232999999997
217,357,16097.000000000000000,19715.000000000000000,SUNLNWLEC01, ,LITTLE SUNAPEE LAKE-BACTERIA SAMPLE #01,NEW LONDON, ,MERRIMACK,NH,LITTLE SUNAPEE LAKE-BACTERIA SAMPLE #01,LAKE/POND,NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,YES, , , ,Y,:VLAP:LKTROPH:,-72.034169000000006,43.427791999999997
218,358,16098.000000000000000,19716.000000000000000,SUNLNWLEC02, ,LITTLE SUNAPEE LAKE-BACTERIA SAMPLE #02,NEW LONDON, ,MERRIMACK,NH,LITTLE SUNAPEE LAKE-BACTERIA SAMPLE #02,LAKE/POND,NHLAK801060402-04-01,LITTLE SUNAPEE LAKE,YES, , , ,Y,:VLAP:LKTROPH:,-72.007569000000004,43.430883000000001
219,360,16657.000000000000000,21445.000000000000000,SUNLNWLBB2, ,LITTLE SUNAPEE LAKE-BUCKLIN BROOK 2,NEW LONDON, ,MERRIMACK,NH,BUCKLIN BROOK DOWNSTREAM OF CULVERT ON ABANDONED ACCESS ROAD TO STATE PATROL SHED.,RIVER/STREAM,NHRIV801060402-04,BUCKLIN BROOK - TO LITTLE SUNAPEE LAKE,YES, , , ,Y,:VLAP:,-72.000514999999993,43.434899999999999
220,361,16658.000000000000000,21446.000000000000000,SUNLNWLBB3, ,LITTLE SUNAPEE LAKE-BUCKLIN BROOK 3,NEW LONDON, ,MERRIMACK,NH,BUCKLIN BK DOWNSTREAM OF CULVERT IN STATE PATROL SHED PROPERTY ON ROAD BACK STORAGE AREA AT NORTH END OF PIT.,RIVER/STREAM, , ,YES, , , ,N,:VLAP:,-71.999581000000006,43.436228999999997
221,362,16659.000000000000000,21447.000000000000000,SUNLNWLBB4, ,LITTLE SUNAPEE LAKE-BUCKLIN BROOK 4,NEW LONDON, ,MERRIMACK,NH,TRIBUTARY TO BUCKLIN BROOK AT UPSTREAM CULVERT CROSSING ON OLD DUMP ROAD.,RIVER/STREAM,NHRIV801060402-04,BUCKLIN BROOK - TO LITTLE SUNAPEE LAKE,YES, , , ,Y,:VLAP:,-72.001313999999994,43.434049999999999
222,363,16707.000000000000000,22409.000000000000000,OTTSUNS2, ,OTTER POND-STAR LAKE 2,SUNAPEE, ,SULLIVAN,NH,"CULVERT UNDER RT. 89 @ RAMPIZA.  SAMPLE TO BE TAKEN @ INLET TO OTTER POND ON PALAZZI POND RD.
STATION MAY BE THE SAME SAMPLING LOCATION AS OTTSUNCLVT9 AND/OR SUNSUN1610",RIVER/STREAM,NHRIV801060402-09,OTTER BROOK - UNNAMED BROOKS,YES, , , ,Y,:VLAP:,-72.062500000000000,43.440277999999999
223,366,17172.000000000000000,21174.000000000000000,MOUSUNNHINL, ,MOUNTAINVIEW LAKE-N HAMEL RD IN LAKE,SUNAPEE, ,SULLIVAN,NH,THIS IN LAKE SIE IS CHOSEN AS THE OUTFLOW FROM THE INLET IS NOT OFTEN SUFFICIENT TO SAMPLE. MAINLY THIS SITE WAS CHOSEN AS IT IS IN A USED BEACH AREA WHERE MUCH SWIMMING BY PROPERTY OWNER AND NEIGHBORS IS CONDUCTED.,LAKE/POND,NHLAK801060402-11,MOUNTAINVIEW LAKE,YES, , , ,Y,:VLAP:,-72.084339000000000,43.346784000000000
224,376,18252.000000000000000,23008.000000000000000,2358-01,SUNAPEE HARBOR-BEACH,SUNAPEE HARBOR-BEACH IN FRONT OF PUBLIC RESTROOMS,SUNAPEE, ,SULLIVAN,NH,SUSPECTED PAINT CHIPS COLLECTED IN WATER AT BEACH SHORELINE TO THE RIGHT (FACING WATER) OF MV KEARSARGE; SAMPLE COLLECTED ON 09/27/2010 @12:25 BY TPTAK,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:COMPLAIN:,-72.079974000000007,43.385644999999997
225,377,18254.000000000000000,23009.000000000000000,2358-02,SUNAPEE HARBOR-SHORE,"SUNAPEE HARBOR-SHORE FRONT OF HARBORSIDE TRADING CO., LEFT OF BOAT LAUNCH",SUNAPEE, ,SULLIVAN,NH,SUSPECTED PAINT CHIPS COLLECTED IN WATER AT SHORELINE TO THE LEFT (FACING WATER) OF BOAT LAUNCH AND MV MT SUNAPEE; SAMPLE COLLECTED ON 09/27/2010 @12:35 BY TPTAK,LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:COMPLAIN:,-72.080552999999995,43.385613999999997
226,378,18255.000000000000000,23010.000000000000000,2358-03,SUNAPEE HARBOR-SHORE,"SUNAPEE HARBOR-SHORE FRONT OF HARBORSIDE TRADING CO., LEFT OF BOAT LAUNCH",SUNAPEE, ,SULLIVAN,NH,"SUSPECTED PAINT CHIPS COLLECTED IN WATER AT SHORELINE TO THE LEFT (FACING WATER) OF BOAT LAUNCH AND MV MT SUNAPEE; SAMPLE COLLECTED ON 09/27/2010 @12:40 BY TPTAK, SAMPLE COLLECTED W/SAMPLING POLE",LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:COMPLAIN:,-72.080552999999995,43.385613999999997
227,379,21462.000000000000000,6621.000000000000000,SUNSUN610,OUTLET,SUNAPEE LAKE-610,SUNAPEE, ,SULLIVAN,NH,"610.0
SUNAPEE OUTLET
INTERPOLATION COORDINATES LOCATED 04/26/2004 - 43.385464; -72.081653",LAKE/POND,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,Y,:VLAP:,-72.081275000000005,43.385638000000000
228,387,25467.000000000000000,31774.000000000000000,10-XS2,NHSS-1105,UNNAMED BROOK,SPRINGFIELD, ,SULLIVAN,NH, ,RIVER/STREAM,NHRIV801060402-09,OTTER BROOK - UNNAMED BROOKS,YES, , , ,Y,:RVR_PROB:BM-GEN:,-72.049627000000001,43.452697000000001
229,393,25836.000000000000000,33392.000000000000000,NHFG-1292,43.42887_-72.03534,LITTLE SUNAPEE OUTLET,NEWBURY, ,MERRIMACK,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.035340000000005,43.428870000000003
230,394,25837.000000000000000,33393.000000000000000,NHFG-1306,43.44183_-72.01283,KIDDER BROOK,SPRINGFIELD, ,SULLIVAN,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.012829999999994,43.441830000000003
231,395,26002.000000000000000,33314.000000000000000,NHFG-1190,43.3403_-72.0724,BECK BROOK,NEWBURY, ,MERRIMACK,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.072400000000002,43.340299999999999
232,396,26003.000000000000000,33315.000000000000000,NHFG-1202,43.35017_-72.03995,BARTLETT BROOK LOWER,NEWBURY, ,MERRIMACK,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.039950000000005,43.350169999999999
233,397,26004.000000000000000,33316.000000000000000,NHFG-1203,43.35017_-72.03995,BARTLETT BROOK UPPER,NEWBURY, ,MERRIMACK,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.039950000000005,43.350169999999999
234,398,26005.000000000000000,33317.000000000000000,NHFG-1228,43.3692_-72.0389,BLODGETT'S BROOK SOUTH,NEWBURY, ,MERRIMACK,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.038899999999998,43.369199999999999
235,399,26006.000000000000000,33318.000000000000000,NHFG-1229,43.3695_-72.0387,BLODGETT'S BROOK NORTH,NEWBURY, ,MERRIMACK,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.038700000000006,43.369500000000002
236,400,26007.000000000000000,33319.000000000000000,NHFG-1249,43.3849_-72.03153,KING HILL BROOK,NEW LONDON, ,MERRIMACK,NH,"PROJECT = SUNAPEE, STATION ASSIGNED TO GENERIC PROJECT IN EMD.",RIVER/STREAM, , ,YES, , , ,N,:NHFG-GENERIC:,-72.031530000000004,43.384900000000002
237,414,29368.000000000000000,33577.000000000000000,NHFG-1243,43.380244_-72.052742,SUNAPEE LAKE,SUNAPEE, ,SULLIVAN,NH,LAKES AND PONDS,LAKE/POND, , ,YES, , , ,N,:NHFG-FWFGUIDE:,-72.052741999999995,43.380243999999998
238,416,29379.000000000000000,33588.000000000000000,NHFG-1295,43.433816_-72.015705,LITTLE SUNAPEE LAKE,NEW LONDON, ,MERRIMACK,NH,LAKES AND PONDS,LAKE/POND, , ,YES, , , ,N,:NHFG-FWFGUIDE:,-72.015704999999997,43.433816000000000
239,434,34928.000000000000000,44516.000000000000000,SUNSUN575, ,SUNAPEE LAKE-575,SUNAPEE, ,SULLIVAN,NH,RODGERS BROOK STN. WAS SAMPLED ABOUT 12 YEARS AGO AND NOW RE-INSTATED.,RIVER/STREAM,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,N,:VLAP:,-72.077359000000001,43.397874000000002
240,435,34929.000000000000000,44517.000000000000000,SUNSUN6401, ,SUNAPEE LAKE-640.1,SUNAPEE, ,SULLIVAN,NH,"RED WATER CREEK STN. I MOVED 640 SLIGHTLY UP-GRADIENT IN 2017 TO REFLECT ACTUAL STREAM FLOW AND CHANGED IT TO 640.1.
THE PREVIOUS LOCATION WAS MORE OF WETLAND/BACKWATER SITE WITH SOMETIMES LITTLE IF ANY DETECTABLE FLOW.
",RIVER/STREAM,NHLAK801060402-05-01,SUNAPEE LAKE,YES, , , ,N,:VLAP:,-72.081209000000001,43.365662999999998
241,436,35163.000000000000000,45763.000000000000000,BAPSPRC1, ,BAPTIST POND-CULVERT #1,SPRINGFIELD, ,SULLIVAN,NH,CULVERT/STREAM DRAINING RUNOFF FROM I-89.,CULVERT,NHLAK801060402-02,BAPTIST POND,YES, , , ,N,:VLAP:,-72.078800000000001,43.446399999999997
242,437,35164.000000000000000,45764.000000000000000,BAPSPRC2, ,BAPTIST POND-CULVERT #2,SPRINGFIELD, ,SULLIVAN,NH,CULVERT/STREAM DRAINING I-89 RUNOFF,CULVERT,NHLAK801060402-02,BAPTIST POND,YES, , , ,N,:VLAP:,-72.082400000000007,43.448999999999998
243,438,35257.000000000000000,45765.000000000000000,BAPSPRC3, ,BAPTIST POND-CULVERT #3,SPRINGFIELD, ,SULLIVAN,NH,CULVERT/STREAM DRAINING I-89 RUNOFF,CULVERT,NHLAK801060402-02,BAPTIST POND,YES, , , ,N,:VLAP:,-72.083900000000000,43.449700000000000
