LAKE,TOWN,STATION,DATE,Depth,LAYER,PH,H_ION,ALK,COLOR,TP,COND,TURBIDITY,YEAR,MONTH,Comments,SampleID,CompleteDate,ID,Date_Sta_Lr
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,3,E,6.92,,3.8,,0.005,102.7,0.9,2018,,,,6/25/2018,34830,6182018220E
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,20.5,H,6.51,,,,0.006,102.7,0.53,2018,,,,6/21/2018,34829,6182018210H
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,8.5,M,6.86,,,,0.006,101.5,0.85,2018,,,,6/21/2018,34828,6182018210M
"SUNAPEE, LAKE",SUNAPEE,20,11-Jun-18,3.3,I,6.94,,,,0.014,98.9,1.81,2018,,,,6/14/2018,34815,6112018020I
"SUNAPEE, LAKE",SUNAPEE,790,11-Jun-18,,I,6.64,,,,0.017,49.2,1.19,2018,,,,6/14/2018,34813,6112018790I
"SUNAPEE, LAKE",SUNAPEE,788,11-Jun-18,,I,6.92,,,,0.02,114.2,0.67,2018,,,,6/14/2018,34812,6112018788I
"SUNAPEE, LAKE",SUNAPEE,10,11-Jun-18,10.8,I,6.69,,,,0.009,113.9,1.24,2018,,,,6/14/2018,34810,6112018010I
"SUNAPEE, LAKE",SUNAPEE,90,11-Jun-18,6.3,I,7.04,,,,0.013,98.4,1.07,2018,,,,6/14/2018,34806,6112018090I
"SUNAPEE, LAKE",SUNAPEE,80,11-Jun-18,1,I,7.02,,,,0.041,98.9,1.31,2018,,,,6/14/2018,34805,6112018080I
"SUNAPEE, LAKE",SUNAPEE,675,11-Jun-18,,I,6.66,,,,0.006,76.4,0.54,2018,,,,6/14/2018,34799,6112018675I
"SUNAPEE, LAKE",SUNAPEE,670,11-Jun-18,,I,6.75,,,,0.014,189.1,1.02,2018,,,,6/14/2018,34798,6112018670I
"SUNAPEE, LAKE",SUNAPEE,70,10-Jun-18,6,I,6.65,,,,0.051,94,1.5,2018,,,,6/14/2018,34808,6102018070I
"SUNAPEE, LAKE",SUNAPEE,30,10-Jun-18,8.5,I,7.05,,,,0.037,107.9,2.36,2018,,,,6/14/2018,34804,6102018030I
"SUNAPEE, LAKE",SUNAPEE,110,10-Jun-18,7.3,I,7.04,,,,0.007,99.9,1.49,2018,,,,6/14/2018,34802,6102018110I
"SUNAPEE, LAKE",SUNAPEE,510,06-Jun-18,,I,6.81,,,,0.006,180.5,0.69,2018,,,,6/14/2018,34796,662018510I
"SUNAPEE, LAKE",SUNAPEE,505,06-Jun-18,,I,6.95,,,,0.007,124.5,1.35,2018,,,,6/14/2018,34795,662018505I
"SUNAPEE, LAKE",SUNAPEE,1420,06-Jun-18,,I,6.89,,,,0.005,70.1,0.46,2018,,,,6/14/2018,34792,6620181420I
"SUNAPEE, LAKE",SUNAPEE,1418,06-Jun-18,,I,6.36,,,,0.013,509,0.81,2018,,,,6/14/2018,34791,6620181418I
"SUNAPEE, LAKE",SUNAPEE,1410.5,06-Jun-18,,I,6.71,,,,0.014,17.52,1.14,2018,,,,6/14/2018,34789,6620181410.5I
"SUNAPEE, LAKE",SUNAPEE,680,06-Jun-18,,I,7.11,,,,0.012,125.1,1.06,2018,,,,6/14/2018,34788,662018680I
"SUNAPEE, LAKE",SUNAPEE,670.5,06-Jun-18,,I,6.75,,,,0.007,139.4,23.1,2018,,,,6/14/2018,34787,662018670.5I
"SUNAPEE, LAKE",SUNAPEE,1115,06-Jun-18,,I,6.49,,,,0.008,47.1,0.86,2018,,,,6/14/2018,34786,6620181115I
"SUNAPEE, LAKE",SUNAPEE,800.8,06-Jun-18,,I,6.66,,,,0.01,37.4,0.97,2018,,,,6/14/2018,34785,662018800.8I
"SUNAPEE, LAKE",SUNAPEE,800.5,06-Jun-18,,I,6.71,,,,0.012,47.3,1.47,2018,,,,6/14/2018,34784,662018800.5I
"SUNAPEE, LAKE",SUNAPEE,790.4,06-Jun-18,,I,6.12,,,,0.013,30.5,1.72,2018,,,,6/14/2018,34782,662018790.4I
"SUNAPEE, LAKE",SUNAPEE,790.2,06-Jun-18,,I,6.48,,,,0.015,34.8,1.02,2018,,,,6/14/2018,34781,662018790.2I
"SUNAPEE, LAKE",SUNAPEE,715,06-Jun-18,,I,5.56,,,,0.003,13.47,0.37,2018,,,,6/14/2018,34780,662018715I
"SUNAPEE, LAKE",SUNAPEE,515.1,06-Jun-18,,I,6.71,,,,0.004,889,0.56,2018,,,,6/14/2018,34779,662018515.1I
"SUNAPEE, LAKE",SUNAPEE,830.15,05-Jun-18,,I,6.45,,,,0.024,499,3.63,2018,,,,6/14/2018,35083,652018830.15I
"SUNAPEE, LAKE",SUNAPEE,640.1,05-Jun-18,,I,6.46,,,,0.069,134.1,2.19,2018,,,,6/14/2018,35082,652018640.1I
"SUNAPEE, LAKE",SUNAPEE,610,05-Jun-18,,I,7.06,,,,0.004,100.5,0.34,2018,,,,6/14/2018,35081,652018610I
"SUNAPEE, LAKE",SUNAPEE,575,05-Jun-18,,I,6.78,,,,0.019,374,2.3,2018,,,,6/14/2018,35080,652018575I
"SUNAPEE, LAKE",SUNAPEE,540,05-Jun-18,,I,5.78,,,,0.029,31,1.21,2018,,,,6/14/2018,35079,652018540I
"SUNAPEE, LAKE",SUNAPEE,805,04-Jun-18,,I,6.75,,,,0.024,88.7,1.31,2018,,,,6/14/2018,35078,642018805I
"SUNAPEE, LAKE",SUNAPEE,800,04-Jun-18,,I,6.87,,,,0.034,57.8,1.15,2018,,,,6/14/2018,35076,642018800I
"SUNAPEE, LAKE",SUNAPEE,1415,04-Jun-18,,I,6.85,,,,0.061,322,14.5,2018,,,,6/14/2018,35075,6420181415I
"SUNAPEE, LAKE",SUNAPEE,835,04-Jun-18,,I,7.11,,,,0.018,970,4.62,2018,,,,6/14/2018,35072,642018835I
"SUNAPEE, LAKE",SUNAPEE,830,04-Jun-18,,I,6.39,,,,0.034,559,9.17,2018,,,,6/14/2018,35071,642018830I
"SUNAPEE, LAKE",SUNAPEE,540,16-May-18,,I,6.11,,,,0.027,43.3,1.24,2018,,,,5/29/2018,34942,5162018540I
"SUNAPEE, LAKE",SUNAPEE,830.15,16-May-18,,I,6.33,,,,0.018,489,2.87,2018,,,,5/29/2018,34931,5162018830.15I
"SUNAPEE, LAKE",SUNAPEE,675,14-May-18,,I,6.55,,,,0.004,41.4,0.55,2018,,,,5/29/2018,34953,5142018675I
"SUNAPEE, LAKE",SUNAPEE,610,14-May-18,,I,6.84,,,,0.004,107.3,1.26,2018,,,,5/29/2018,34925,5142018610I
"SUNAPEE, LAKE",SUNAPEE,640.1,14-May-18,,I,6.39,,,,0.038,130.4,0.92,2018,,,,5/29/2018,34921,5142018640.1I
"SUNAPEE, LAKE",SUNAPEE,575,14-May-18,,I,6.82,,,,0.015,326,1.14,2018,,,,5/29/2018,34919,5142018575I
"SUNAPEE, LAKE",SUNAPEE,670,14-May-18,,I,6.69,,,,0.009,150.1,1.36,2018,,,,5/29/2018,34917,5142018670I
"SUNAPEE, LAKE",SUNAPEE,835,09-May-18,,I,6.94,,,,0.007,633,0.79,2018,,,,5/29/2018,34916,592018835I
"SUNAPEE, LAKE",SUNAPEE,830,09-May-18,,I,6.33,,,,0.019,394,1.93,2018,,,,5/29/2018,34915,592018830I
"SUNAPEE, LAKE",SUNAPEE,680,09-May-18,,I,6.9,,,,0.007,69.9,1.87,2018,,,,5/29/2018,34914,592018680I
"SUNAPEE, LAKE",SUNAPEE,670.5,09-May-18,,I,6.58,,,,0.013,149.4,0.97,2018,,,,5/29/2018,34906,592018670.5I
"SUNAPEE, LAKE",SUNAPEE,1115,09-May-18,,I,6.29,,,,0.008,47.6,0.76,2018,,,,5/29/2018,34897,5920181115I
"SUNAPEE, LAKE",SUNAPEE,800.8,09-May-18,,I,6.6,,,,0.009,40.3,0.93,2018,,,,5/29/2018,34893,592018800.8I
"SUNAPEE, LAKE",SUNAPEE,800.5,09-May-18,,I,6.51,,,,0.011,45.9,1.42,2018,,,,5/29/2018,34890,592018800.5I
"SUNAPEE, LAKE",SUNAPEE,790.4,09-May-18,,I,6.14,,,,0.011,36.3,0.98,2018,,,,5/29/2018,34889,592018790.4I
"SUNAPEE, LAKE",SUNAPEE,790.2,09-May-18,,I,6.66,,,,0.011,43.5,1.14,2018,,,,5/29/2018,34887,592018790.2I
"SUNAPEE, LAKE",SUNAPEE,1420,08-May-18,,I,6.61,,,,0.005,81.4,0.81,2018,,,,5/29/2018,34881,5820181420I
"SUNAPEE, LAKE",SUNAPEE,1418,08-May-18,,I,5.9,,,,0.014,372,1.17,2018,,,,5/29/2018,34878,5820181418I
"SUNAPEE, LAKE",SUNAPEE,1410.5,08-May-18,,I,6.09,,,,0.009,61.7,0.71,2018,,,,5/29/2018,34871,5820181410.5I
"SUNAPEE, LAKE",SUNAPEE,715,08-May-18,,I,5.84,,,,0.003,18.4,0.75,2018,,,,5/29/2018,34857,582018715I
"SUNAPEE, LAKE",SUNAPEE,805,08-May-18,,I,6.54,,,,0.016,77.9,1.7,2018,,,,5/29/2018,34849,582018805I
"SUNAPEE, LAKE",SUNAPEE,800,08-May-18,,I,6.45,,,,0.017,51.7,1.38,2018,,,,5/29/2018,34844,582018800I
"SUNAPEE, LAKE",SUNAPEE,515.1,07-May-18,,I,6.9,,,,0.004,604,0.53,2018,,,,5/29/2018,34842,572018515.1I
"SUNAPEE, LAKE",SUNAPEE,510,07-May-18,,I,6.61,,,,0.008,220.1,0.84,2018,,,,5/29/2018,34840,572018510I
"SUNAPEE, LAKE",SUNAPEE,505,07-May-18,,I,6.34,,,,0.007,152.8,2.06,2018,,,,5/29/2018,34839,572018505I
"SUNAPEE, LAKE",SUNAPEE,750,06-May-18,,I,6.11,,,,0.009,55.2,0.65,2018,,,,5/29/2018,34826,562018750I
"SUNAPEE, LAKE",SUNAPEE,1415,06-May-18,,I,6.92,,,,0.014,286.6,1.35,2018,,,,5/29/2018,34837,5620181415I
"SUNAPEE, LAKE",SUNAPEE,760,06-May-18,,I,6.36,,,,0.009,20.17,0.83,2018,,,,5/29/2018,34835,562018760I
"SUNAPEE, LAKE",SUNAPEE,1415,04-Apr-18,,I,,,,,,257.1,,2018,,,,4/12/2018,34817,4420181415I
"SUNAPEE, LAKE",SUNAPEE,1410.5,04-Apr-18,,I,,,,,,17.39,,2018,,,,4/12/2018,34816,4420181410.5I
"SUNAPEE, LAKE",SUNAPEE,835,04-Apr-18,,I,,,,,,339,,2018,,,,4/12/2018,34814,442018835I
"SUNAPEE, LAKE",SUNAPEE,830,04-Apr-18,,I,,,,,,262.2,,2018,,,,4/12/2018,34809,442018830I
"SUNAPEE, LAKE",SUNAPEE,805,04-Apr-18,,I,,,,,,93.7,,2018,,,,4/12/2018,34807,442018805I
"SUNAPEE, LAKE",SUNAPEE,790,04-Apr-18,,I,,,,,,58.6,,2018,,,,4/12/2018,34801,442018790I
"SUNAPEE, LAKE",SUNAPEE,760,04-Apr-18,,I,,,,,,26.35,,2018,,,,4/12/2018,34797,442018760I
"SUNAPEE, LAKE",SUNAPEE,515.1,04-Apr-18,,I,,,,,,702,,2018,,,,4/12/2018,34794,442018515.1I
"SUNAPEE, LAKE",SUNAPEE,505,04-Apr-18,,I,,,,,,141.6,,2018,,,,4/12/2018,34783,442018505I
"SUNAPEE, LAKE",SUNAPEE,830,28-Mar-18,,I,,,,,0.006,587,,2018,,,,4/12/2018,34994,3282018830I
"SUNAPEE, LAKE",SUNAPEE,805,28-Mar-18,,I,,,,,0.006,133.8,,2018,,,,4/12/2018,34984,3282018805I
"SUNAPEE, LAKE",SUNAPEE,1410.5,28-Mar-18,,I,,,,,0.003,19.29,,2018,,,,4/12/2018,35074,32820181410.5I
"SUNAPEE, LAKE",SUNAPEE,835,28-Mar-18,,I,,,,,0.002,722,,2018,,,,4/12/2018,35039,3282018835I
"SUNAPEE, LAKE",SUNAPEE,790,28-Mar-18,,I,,,,,,64.2,,2018,,,,4/12/2018,34924,3282018790I
"SUNAPEE, LAKE",SUNAPEE,760,28-Mar-18,,I,,,,,,20.48,,2018,,,,4/12/2018,34892,3282018760I
"SUNAPEE, LAKE",SUNAPEE,540,28-Mar-18,,I,,,,,0.002,36.1,,2018,,,,4/12/2018,34855,3282018540I
"SUNAPEE, LAKE",SUNAPEE,515.1,28-Mar-18,,I,,,,,0,134.6,,2018,,,,4/12/2018,34825,3282018515.1I
"SUNAPEE, LAKE",SUNAPEE,1415,28-Mar-18,,I,,,,,0.012,305,,2018,,,,4/12/2018,34778,32820181415I
"SUNAPEE, LAKE",SUNAPEE,505,28-Mar-18,,I,,,,,0.004,121.2,,2018,,,,4/12/2018,34777,3282018505I
