LAKE,TOWN,STATION,DATE,DEPTH,TEMP,DO,PCNTSAT,TIME,BOTTOMZ,WEATHER,Comments,ID,Date_Sta_Dp
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,5,23.2,8.37,101.1,,,,,19511,7242018220 5
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,4,23.4,8.34,101,,,,,19510,7242018220 4
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,3,23.4,8.34,101.2,,,,,19442,7242018220 3
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,2,23.4,8.35,101.3,,,,,19441,7242018220 2
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,1,23.4,8.38,101.5,,,,,19440,7242018220 1
"SUNAPEE, LAKE",SUNAPEE,220,24-Jul-18,0.5,23.3,8.41,101.8,,,,,19439,7242018220 .5
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,28,7.1,6.71,57.2,,,,,19438,7242018210 28
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,27,7.1,7.39,63.1,,,,,19437,7242018210 27
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,26,7.2,7.72,66,,,,,19436,7242018210 26
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,25,7.3,7.96,68.1,,,,,19435,7242018210 25
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,24,7.3,7.96,68.1,,,,,19434,7242018210 24
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,23,7.4,8.22,70.5,,,,,19433,7242018210 23
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,22,7.4,8.66,74.5,,,,,19432,7242018210 22
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,21,7.5,8.69,74.9,,,,,19431,7242018210 21
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,20,7.6,8.63,74.5,,,,,19430,7242018210 20
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,19,7.8,8.86,76.8,,,,,19429,7242018210 19
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,18,7.9,8.91,77.6,,,,,19428,7242018210 18
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,17,8.1,8.78,76.7,,,,,19427,7242018210 17
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,16,8.3,9.22,81,,,,,19426,7242018210 16
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,15,8.7,9.25,81.9,,,,,19425,7242018210 15
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,14,9,9.42,84.1,,,,,19424,7242018210 14
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,13,9.6,9.52,86.2,,,,,19423,7242018210 13
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,12,10.2,9.7,89.2,,,,,19422,7242018210 12
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,11,11.3,9.77,92.2,,,,,19421,7242018210 11
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,10,13.7,10.12,100.7,,,,,19420,7242018210 10
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,9,15.2,10.14,104.3,,,,,19419,7242018210 9
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,8,19.4,9.71,108.9,,,,,19418,7242018210 8
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,7,22.2,9.19,109,,,,,19417,7242018210 7
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,6,23.5,8.26,100.5,,,,,19416,7242018210 6
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,5,23.5,8.28,100.8,,,,,19415,7242018210 5
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,4,23.6,8.3,101,,,,,19414,7242018210 4
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,3,23.5,8.31,101.1,,,,,19413,7242018210 3
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,2,23.5,8.34,101.5,,,,,19412,7242018210 2
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,1,23.5,8.36,101.6,,,,,19411,7242018210 1
"SUNAPEE, LAKE",SUNAPEE,210,24-Jul-18,0.5,23.4,8.41,101.9,,,,,19410,7242018210 .5
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,19,8.3,7.84,68.8,,,,,19409,7242018200 19
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,18,8.3,7.88,69.2,,,,,19408,7242018200 18
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,17,8.4,8.02,70.5,,,,,19407,7242018200 17
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,16,8.5,8.13,71.7,,,,,19406,7242018200 16
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,15,8.6,8.23,72.8,,,,,19405,7242018200 15
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,14,8.8,8.7,77.4,,,,,19404,7242018200 14
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,13,9.1,8.82,79,,,,,19403,7242018200 13
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,12,9.8,8.91,81.2,,,,,19402,7242018200 12
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,11,11,9.4,88,,,,,19401,7242018200 11
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,10,13.1,10.02,98.3,,,,,19400,7242018200 10
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,9,15.2,10.3,106,,,,,19399,7242018200 9
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,8,19,9.76,108.7,,,,,19398,7242018200 8
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,7,23.6,8.24,100.3,,,,,19397,7242018200 7
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,6,23.6,8.26,100.4,,,,,19396,7242018200 6
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,5,23.6,8.27,100.7,,,,,19395,7242018200 5
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,4,23.6,8.28,100.9,,,,,19394,7242018200 4
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,3,23.6,8.3,101,,,,,19393,7242018200 3
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,2,23.6,8.31,101.2,,,,,19392,7242018200 2
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,1,23.6,8.33,101.4,,,,,19391,7242018200 1
"SUNAPEE, LAKE",SUNAPEE,200,24-Jul-18,0.5,23.5,8.37,101.7,,,,,19390,7242018200 .5
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,2,20.2,8.93,103.2,,,,,19315,6182018210 2
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,1,20.3,8.92,103.4,,,,,19314,6182018210 1
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,0.5,20.6,8.84,103.1,,,,,19313,6182018210 .5
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,16,7.9,9.17,80.9,,,,,19312,6182018200 16
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,15,8.1,9.45,83.7,,,,,19311,6182018200 15
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,14,8.2,9.47,84.2,,,,,19310,6182018200 14
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,13,8.5,9.5,85.1,,,,,19309,6182018200 13
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,12,8.8,9.55,86.1,,,,,19308,6182018200 12
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,11,9.1,9.72,88.2,,,,,19307,6182018200 11
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,10,9.9,10,92.5,,,,,19306,6182018200 10
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,9,11.8,10.3,99.6,,,,,19305,6182018200 9
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,8,13.7,10.16,102.6,,,,,19304,6182018200 8
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,7,18.3,9.14,101.7,,,,,19303,6182018200 7
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,6,19.2,8.93,101.1,,,,,19302,6182018200 6
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,5,19.6,8.91,101.7,,,,,19301,6182018200 5
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,4,20.5,8.83,102.8,,,,,19300,6182018200 4
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,3,20.6,8.85,103.1,,,,,19299,6182018200 3
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,2,20.7,8.84,103.1,,,,,19298,6182018200 2
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,1,20.8,8.84,103.4,,,,,19297,6182018200 1
"SUNAPEE, LAKE",SUNAPEE,200,18-Jun-18,0.5,21.1,8.74,102.9,,,,,19296,6182018200 .5
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,21,8.5,8.42,75.7,,,,,19389,6182018230 21
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,20,8.6,8.55,76.9,,,,,19388,6182018230 20
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,19,8.6,8.63,77.8,,,,,19387,6182018230 19
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,18,8.7,8.79,79.2,,,,,19386,6182018230 18
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,17,8.8,8.82,79.8,,,,,19385,6182018230 17
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,16,9,9.03,82,,,,,19384,6182018230 16
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,15,9.2,9.28,84.7,,,,,19383,6182018230 15
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,14,9.5,9.38,86.2,,,,,19382,6182018230 14
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,13,10.1,9.73,90.8,,,,,19381,6182018230 13
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,12,10.5,9.8,92.2,,,,,19380,6182018230 12
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,11,10.8,9.87,93.6,,,,,19379,6182018230 11
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,10,11,9.89,94.2,,,,,19378,6182018230 10
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,9,11.5,10.03,96.6,,,,,19377,6182018230 9
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,8,13.9,9.92,100.9,,,,,19376,6182018230 8
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,7,17.7,9.12,100.4,,,,,19375,6182018230 7
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,6,18.4,9.01,100.6,,,,,19374,6182018230 6
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,5,19.3,9.02,102.6,,,,,19373,6182018230 5
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,4,19.8,8.96,102.9,,,,,19372,6182018230 4
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,3,20.2,8.93,103.4,,,,,19371,6182018230 3
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,2,20.5,8.89,103.5,,,,,19370,6182018230 2
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,1,21.1,8.77,103.4,,,,,19369,6182018230 1
"SUNAPEE, LAKE",SUNAPEE,230,18-Jun-18,0.5,21.6,8.68,103.2,,,,,19368,6182018230 .5
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,23,6.5,8.12,69.3,,,,,19367,6182018220 23
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,22,6.5,8.35,71.4,,,,,19366,6182018220 22
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,21,6.6,8.5,72.8,,,,,19365,6182018220 21
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,20,6.7,8.92,76.7,,,,,19364,6182018220 20
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,19,6.9,8.91,76.8,,,,,19363,6182018220 19
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,18,7.1,9.15,79.2,,,,,19362,6182018220 18
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,17,7.5,9.61,84.1,,,,,19361,6182018220 17
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,16,8.1,9.66,85.9,,,,,19360,6182018220 16
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,15,8.6,9.66,87,,,,,19359,6182018220 15
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,14,9.2,9.94,90.7,,,,,19358,6182018220 14
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,13,9.9,10,92.7,,,,,19357,6182018220 13
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,12,10.5,10.04,94.6,,,,,19356,6182018220 12
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,11,11,10.05,95.6,,,,,19355,6182018220 11
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,10,11.5,10.19,98.1,,,,,19354,6182018220 10
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,9,12,10.13,98.6,,,,,19353,6182018220 9
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,8,13.2,10.09,100.9,,,,,19352,6182018220 8
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,7,15.2,9.92,103.8,,,,,19351,6182018220 7
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,6,18.2,9.17,102.1,,,,,19350,6182018220 6
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,5,18.9,9.12,103,,,,,19349,6182018220 5
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,4,19.2,9.02,102.6,,,,,19348,6182018220 4
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,3,20.5,8.88,103.6,,,,,19347,6182018220 3
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,2,20.7,8.87,103.9,,,,,19346,6182018220 2
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,1,21.1,8.87,104.6,,,,,19345,6182018220 1
"SUNAPEE, LAKE",SUNAPEE,220,18-Jun-18,0.5,21.3,8.84,104.7,,,,,19344,6182018220 .5
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,30,6.8,8.24,70.7,,,,,19343,6182018210 30
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,29,6.8,8.7,74.7,,,,,19342,6182018210 29
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,28,6.8,8.96,77,,,,,19341,6182018210 28
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,27,6.9,9.3,80,,,,,19340,6182018210 27
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,26,6.9,9.32,80.2,,,,,19339,6182018210 26
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,25,6.9,9.31,80.3,,,,,19338,6182018210 25
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,24,7,9.34,80.6,,,,,19337,6182018210 24
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,23,7,9.46,81.7,,,,,19336,6182018210 23
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,22,7.1,9.58,82.9,,,,,19335,6182018210 22
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,21,7.1,9.63,83.4,,,,,19334,6182018210 21
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,20,7.1,9.64,83.5,,,,,19333,6182018210 20
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,19,7.2,9.76,84.6,,,,,19332,6182018210 19
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,18,7.2,9.66,83.8,,,,,19331,6182018210 18
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,17,7.3,9.81,85.2,,,,,19330,6182018210 17
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,16,7.4,9.86,85.9,,,,,19329,6182018210 16
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,15,7.9,10.01,88.4,,,,,19328,6182018210 15
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,14,8.3,10.25,91.3,,,,,19327,6182018210 14
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,13,8.5,10.27,91.9,,,,,19326,6182018210 13
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,12,9,9.96,90.2,,,,,19325,6182018210 12
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,11,9.6,10.26,94.4,,,,,19324,6182018210 11
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,10,11.3,10.31,98.5,,,,,19323,6182018210 10
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,9,12.4,10.16,99.6,,,,,19322,6182018210 9
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,8,16,9.8,104,,,,,19321,6182018210 8
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,7,16.3,9.61,102.8,,,,,19320,6182018210 7
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,6,17.2,9.42,102.6,,,,,19319,6182018210 6
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,5,18.6,9.07,101.5,,,,,19318,6182018210 5
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,4,19.1,8.96,101.4,,,,,19317,6182018210 4
"SUNAPEE, LAKE",SUNAPEE,210,18-Jun-18,3,19.6,8.98,102.6,,,,,19316,6182018210 3
